order_id,customer_id,order_date,status,shipping_cost
O002491,C00277,2024-06-04,Delivered,4.99
O002492,C00874,2025-08-17,Delivered,0.0
O002493,C00939,2025-03-05,Delivered,7.99
O002494,C00699,2024-09-04,Delivered,4.99
O002495,C00097,2024-12-22,Delivered,4.99
O002496,C00251,2024-11-02,Delivered,12.99
O002497,C00176,2025-03-16,Delivered,4.99
O002498,C00183,2025-11-22,Delivered,0.0
O002499,C00743,2025-03-06,Delivered,0.0
O002500,C00288,2025-05-11,Delivered,12.99
O002501,C00561,2025-01-16,Delivered,19.99
O002502,C00225,2024-02-15,Delivered,7.99
O002503,C00909,2024-08-02,Shipped,4.99
O002504,C00191,2024-12-28,Delivered,19.99
O002505,C00039,2024-10-11,Shipped,7.99
O002506,C00489,2024-06-24,Delivered,12.99
O002507,C00857,2025-01-04,Delivered,7.99
O002508,C00972,2024-10-25,Delivered,4.99
O002509,C00149,2024-08-21,Delivered,4.99
O002510,C00197,2024-12-19,Delivered,0.0
O002511,C00992,2024-05-12,Delivered,0.0
O002512,C00015,2025-12-06,Delivered,7.99
O002513,C00215,2025-11-14,Delivered,12.99
O002514,C00648,2025-07-14,Delivered,7.99
O002515,C00981,2024-04-14,Delivered,4.99
O002516,C00550,2025-09-05,Delivered,0.0
O002517,C00396,2025-10-10,Delivered,0.0
O002518,C00338,2025-08-29,Delivered,4.99
O002519,C00280,2024-04-22,Shipped,4.99
O002520,C00052,2025-05-24,Delivered,7.99
O002521,C00999,2025-11-03,Delivered,0.0
O002522,C00566,2025-03-14,Delivered,19.99
O002523,C00226,2025-05-27,Cancelled,4.99
O002524,C00515,2024-12-17,Delivered,12.99
O002525,C00015,2025-01-24,Delivered,4.99
O002526,C00542,2024-01-29,Shipped,0.0
O002527,C00498,2025-05-19,Delivered,7.99
O002528,C00902,2024-03-18,Delivered,7.99
O002529,C00519,2024-12-08,Cancelled,4.99
O002530,C00403,2024-09-23,Delivered,4.99
O002531,C00810,2025-02-08,Shipped,0.0
O002532,C00620,2024-05-13,Shipped,7.99
O002533,C00603,2025-07-02,Returned,12.99
O002534,C00635,2025-09-26,Delivered,0.0
O002535,C00052,2024-06-10,Delivered,0.0
O002536,C00005,2024-04-12,Delivered,12.99
O002537,C00740,2024-05-25,Delivered,0.0
O002538,C00261,2025-11-18,Delivered,7.99
O002539,C00865,2025-01-23,Delivered,4.99
O002540,C00500,2024-12-20,Delivered,7.99
O002541,C00514,2024-04-14,Delivered,4.99
O002542,C00201,2025-05-30,Delivered,0.0
O002543,C00675,2025-11-15,Shipped,0.0
O002544,C00566,2025-10-31,Shipped,7.99
O002545,C00306,2025-05-05,Cancelled,7.99
O002546,C00237,2024-03-12,Delivered,7.99
O002547,C00275,2024-04-20,Returned,7.99
O002548,C00823,2024-02-13,Cancelled,0.0
O002549,C00430,2024-08-21,Delivered,0.0
O002550,C00591,2024-05-15,Delivered,12.99
O002551,C00923,2024-08-23,Delivered,4.99
O002552,C00857,2024-11-20,Delivered,4.99
O002553,C00830,2025-12-11,Delivered,0.0
O002554,C00138,2025-04-18,Delivered,0.0
O002555,C00941,2025-11-03,Shipped,4.99
O002556,C00817,2025-07-16,Delivered,12.99
O002557,C00218,2024-04-20,Delivered,12.99
O002558,C00973,2025-08-04,Cancelled,12.99
O002559,C00943,2024-09-04,Delivered,19.99
O002560,C00473,2025-05-19,Processing,12.99
O002561,C00834,2024-11-05,Delivered,4.99
O002562,C00061,2025-12-31,Returned,0.0
O002563,C00128,2024-08-25,Delivered,7.99
O002564,C00799,2024-09-08,Delivered,0.0
O002565,C00395,2025-12-07,Delivered,0.0
O002566,C00492,2024-01-21,Delivered,0.0
O002567,C00476,2025-07-06,Cancelled,4.99
O002568,C00750,2025-07-27,Delivered,4.99
O002569,C00908,2025-11-03,Returned,0.0
O002570,C00059,2025-12-22,Delivered,4.99
O002571,C00415,2025-12-23,Delivered,12.99
O002572,C00793,2024-03-01,Cancelled,7.99
O002573,C00892,2025-10-24,Delivered,12.99
O002574,C00841,2025-05-27,Delivered,0.0
O002575,C00291,2025-05-28,Cancelled,0.0
O002576,C00804,2024-05-07,Cancelled,7.99
O002577,C00121,2025-05-31,Processing,4.99
O002578,C00390,2025-12-25,Cancelled,7.99
O002579,C00792,2025-11-30,Delivered,7.99
O002580,C00332,2024-12-10,Shipped,7.99
O002581,C00173,2024-02-03,Delivered,19.99
O002582,C00843,2024-11-12,Processing,4.99
O002583,C00335,2025-10-29,Delivered,0.0
O002584,C00447,2025-07-09,Delivered,7.99
O002585,C00719,2024-12-17,Delivered,0.0
O002586,C00233,2024-02-19,Delivered,0.0
O002587,C00245,2024-12-05,Delivered,0.0
O002588,C00486,2024-12-20,Cancelled,4.99
O002589,C00877,2025-12-06,Shipped,0.0
O002590,C00556,2025-05-21,Delivered,0.0
O002591,C00009,2024-10-13,Shipped,7.99
O002592,C00347,2025-01-21,Delivered,7.99
O002593,C00925,2024-03-02,Delivered,7.99
O002594,C00364,2025-12-22,Delivered,7.99
O002595,C00639,2024-11-12,Cancelled,0.0
O002596,C00065,2024-12-23,Delivered,0.0
O002597,C00866,2024-11-10,Delivered,0.0
O002598,C00829,2025-06-25,Delivered,12.99
O002599,C00709,2025-06-09,Delivered,7.99
O002600,C00940,2025-07-20,Delivered,0.0
O002601,C00162,2024-08-29,Delivered,4.99
O002602,C00429,2024-10-17,Delivered,19.99
O002603,C00757,2024-05-04,Delivered,7.99
O002604,C00316,2025-06-04,Cancelled,12.99
O002605,C00745,2024-02-03,Delivered,0.0
O002606,C00259,2025-04-05,Delivered,0.0
O002607,C00896,2025-11-15,Delivered,7.99
O002608,C00293,2025-11-23,Cancelled,7.99
O002609,C00874,2024-12-13,Shipped,7.99
O002610,C00601,2024-12-17,Cancelled,7.99
O002611,C00237,2024-03-13,Delivered,7.99
O002612,C00895,2025-06-16,Shipped,7.99
O002613,C00884,2025-10-24,Delivered,0.0
O002614,C00279,2024-08-11,Delivered,4.99
O002615,C00634,2024-12-03,Delivered,12.99
O002616,C00502,2025-11-04,Delivered,4.99
O002617,C00787,2025-11-18,Returned,4.99
O002618,C00607,2024-08-10,Cancelled,7.99
O002619,C00815,2025-02-14,Delivered,19.99
O002620,C00742,2024-07-02,Delivered,4.99
O002621,C00399,2024-04-09,Delivered,4.99
O002622,C00323,2025-11-30,Delivered,12.99
O002623,C00997,2025-10-23,Delivered,12.99
O002624,C00467,2025-08-23,Cancelled,7.99
O002625,C00775,2024-02-12,Returned,4.99
O002626,C00752,2025-11-06,Delivered,4.99
O002627,C00185,2024-12-09,Shipped,7.99
O002628,C00628,2024-11-05,Delivered,12.99
O002629,C00604,2025-02-09,Delivered,12.99
O002630,C00689,2024-03-29,Delivered,0.0
O002631,C00456,2025-08-20,Delivered,4.99
O002632,C00411,2025-03-20,Shipped,4.99
O002633,C00482,2024-06-28,Delivered,19.99
O002634,C00560,2024-06-29,Delivered,7.99
O002635,C00994,2024-06-26,Delivered,4.99
O002636,C00570,2024-02-21,Returned,0.0
O002637,C00512,2025-03-25,Delivered,7.99
O002638,C00450,2025-11-05,Shipped,0.0
O002639,C00198,2024-01-15,Shipped,12.99
O002640,C00256,2024-02-12,Delivered,7.99
O002641,C00970,2025-03-09,Delivered,4.99
O002642,C00103,2025-10-22,Cancelled,4.99
O002643,C00389,2024-10-29,Delivered,12.99
O002644,C00409,2024-11-08,Returned,0.0
O002645,C00278,2025-04-04,Delivered,0.0
O002646,C00702,2024-09-03,Delivered,19.99
O002647,C00293,2024-01-22,Cancelled,12.99
O002648,C00104,2025-08-04,Cancelled,12.99
O002649,C00003,2025-05-05,Processing,0.0
O002650,C00860,2025-03-18,Delivered,0.0
O002651,C00444,2025-08-09,Returned,0.0
O002652,C00845,2025-06-19,Shipped,0.0
O002653,C00305,2024-07-12,Cancelled,7.99
O002654,C00129,2024-11-09,Delivered,0.0
O002655,C00576,2024-05-05,Delivered,7.99
O002656,C00086,2024-05-09,Returned,0.0
O002657,C00443,2025-06-20,Delivered,4.99
O002658,C00376,2025-11-11,Delivered,19.99
O002659,C00940,2025-12-18,Delivered,0.0
O002660,C00553,2025-05-08,Delivered,4.99
O002661,C00233,2024-06-26,Delivered,4.99
O002662,C00172,2024-04-13,Delivered,0.0
O002663,C00877,2025-10-15,Cancelled,4.99
O002664,C00487,2025-03-16,Delivered,4.99
O002665,C00956,2025-04-27,Delivered,7.99
O002666,C00346,2025-09-11,Delivered,12.99
O002667,C00271,2025-07-11,Delivered,4.99
O002668,C00364,2025-11-03,Delivered,0.0
O002669,C00493,2024-02-20,Delivered,7.99
O002670,C00553,2025-08-13,Delivered,0.0
O002671,C00474,2025-11-08,Cancelled,7.99
O002672,C00772,2024-09-16,Delivered,7.99
O002673,C00674,2025-05-21,Delivered,0.0
O002674,C00611,2024-10-16,Delivered,12.99
O002675,C00383,2025-12-17,Delivered,12.99
O002676,C00674,2024-01-28,Shipped,12.99
O002677,C00525,2025-03-17,Cancelled,4.99
O002678,C00643,2024-06-12,Delivered,7.99
O002679,C00958,2025-07-17,Delivered,12.99
O002680,C00453,2024-06-19,Delivered,4.99
O002681,C00529,2024-08-04,Delivered,12.99
O002682,C00523,2024-12-29,Returned,0.0
O002683,C00531,2025-12-01,Delivered,0.0
O002684,C00054,2024-07-17,Shipped,7.99
O002685,C00166,2024-05-24,Delivered,7.99
O002686,C00466,2025-08-22,Delivered,7.99
O002687,C00439,2025-01-01,Delivered,19.99
O002688,C00010,2025-11-30,Delivered,0.0
O002689,C00977,2024-05-27,Shipped,0.0
O002690,C00624,2025-05-26,Delivered,12.99
O002691,C00988,2024-08-02,Shipped,0.0
O002692,C00836,2024-06-05,Delivered,7.99
O002693,C00282,2025-06-25,Returned,4.99
O002694,C00139,2025-04-01,Delivered,0.0
O002695,C00344,2025-08-19,Cancelled,0.0
O002696,C00510,2024-10-11,Shipped,4.99
O002697,C00218,2024-12-13,Returned,12.99
O002698,C00741,2024-11-28,Delivered,7.99
O002699,C00819,2025-12-26,Shipped,7.99
O002700,C00204,2024-09-22,Delivered,4.99
O002701,C00954,2024-09-25,Delivered,0.0
O002702,C00860,2024-11-10,Delivered,0.0
O002703,C00885,2025-03-01,Delivered,4.99
O002704,C00442,2024-08-17,Processing,0.0
O002705,C00013,2025-12-01,Delivered,0.0
O002706,C00988,2024-08-27,Delivered,4.99
O002707,C00503,2025-11-24,Delivered,4.99
O002708,C00237,2024-04-11,Delivered,0.0
O002709,C00760,2025-06-05,Delivered,7.99
O002710,C00700,2025-11-28,Delivered,4.99
O002711,C00308,2024-06-14,Delivered,0.0
O002712,C00441,2025-12-20,Delivered,19.99
O002713,C00767,2024-12-15,Returned,0.0
O002714,C00979,2025-12-12,Shipped,12.99
O002715,C00304,2025-06-20,Processing,0.0
O002716,C00166,2024-10-02,Delivered,12.99
O002717,C00677,2024-06-29,Delivered,0.0
O002718,C00076,2024-10-05,Delivered,7.99
O002719,C00205,2024-03-30,Delivered,4.99
O002720,C00774,2024-05-24,Delivered,7.99
O002721,C00603,2024-04-12,Delivered,4.99
O002722,C00498,2024-12-04,Delivered,0.0
O002723,C00412,2025-09-26,Delivered,7.99
O002724,C00437,2024-05-21,Cancelled,0.0
O002725,C00509,2024-05-09,Delivered,19.99
O002726,C00241,2025-05-24,Delivered,0.0
O002727,C00062,2024-07-06,Delivered,4.99
O002728,C00838,2024-04-04,Delivered,7.99
O002729,C00338,2024-06-12,Delivered,4.99
O002730,C00557,2025-12-04,Delivered,0.0
O002731,C00467,2025-10-24,Delivered,7.99
O002732,C00408,2024-11-09,Cancelled,7.99
O002733,C00634,2025-06-04,Shipped,19.99
O002734,C00061,2025-01-31,Delivered,4.99
O002735,C00662,2025-06-21,Delivered,4.99
O002736,C00734,2025-06-25,Delivered,4.99
O002737,C00652,2025-05-08,Shipped,0.0
O002738,C00377,2024-08-27,Delivered,7.99
O002739,C00871,2024-02-02,Delivered,4.99
O002740,C00378,2024-12-16,Delivered,4.99
O002741,C00587,2025-11-23,Delivered,4.99
O002742,C00374,2025-03-06,Shipped,7.99
O002743,C00761,2025-11-02,Delivered,12.99
O002744,C00672,2025-12-29,Delivered,7.99
O002745,C00509,2024-06-10,Delivered,4.99
O002746,C00511,2025-07-02,Delivered,7.99
O002747,C00700,2025-06-19,Cancelled,7.99
O002748,C00412,2025-12-24,Cancelled,0.0
O002749,C00243,2025-12-26,Delivered,0.0
O002750,C00418,2025-06-28,Delivered,0.0
O002751,C00989,2024-08-10,Delivered,4.99
O002752,C00162,2025-09-30,Delivered,12.99
O002753,C00739,2024-04-14,Delivered,4.99
O002754,C00234,2025-09-10,Delivered,4.99
O002755,C00856,2025-11-30,Delivered,12.99
O002756,C00684,2024-11-20,Delivered,12.99
O002757,C00591,2025-05-10,Delivered,7.99
O002758,C00642,2024-12-06,Shipped,0.0
O002759,C00545,2024-12-09,Delivered,0.0
O002760,C00133,2024-10-12,Delivered,0.0
O002761,C00072,2025-08-24,Delivered,0.0
O002762,C00065,2025-12-09,Delivered,0.0
O002763,C00055,2025-12-10,Delivered,7.99
O002764,C00134,2024-06-19,Delivered,0.0
O002765,C00692,2025-11-17,Shipped,0.0
O002766,C00922,2025-08-06,Delivered,0.0
O002767,C00313,2024-08-17,Delivered,7.99
O002768,C00073,2024-03-03,Delivered,7.99
O002769,C00795,2024-08-29,Delivered,7.99
O002770,C00689,2025-11-30,Delivered,0.0
O002771,C00761,2025-05-13,Delivered,4.99
O002772,C00061,2025-07-24,Delivered,0.0
O002773,C00703,2024-08-20,Delivered,0.0
O002774,C00509,2025-07-23,Delivered,12.99
O002775,C00057,2024-01-24,Delivered,19.99
O002776,C00524,2024-11-17,Delivered,7.99
O002777,C00525,2025-05-06,Delivered,12.99
O002778,C00952,2024-05-26,Shipped,7.99
O002779,C00739,2025-10-26,Shipped,0.0
O002780,C00940,2024-08-03,Delivered,19.99
O002781,C00951,2025-06-02,Returned,0.0
O002782,C00463,2024-11-28,Delivered,7.99
O002783,C00088,2025-04-03,Cancelled,0.0
O002784,C00459,2024-04-15,Delivered,4.99
O002785,C00340,2024-01-14,Shipped,7.99
O002786,C00956,2025-11-29,Delivered,4.99
O002787,C00560,2024-08-30,Delivered,0.0
O002788,C00332,2025-10-22,Delivered,4.99
O002789,C00327,2025-12-31,Delivered,4.99
O002790,C00171,2024-07-16,Delivered,19.99
O002791,C00846,2024-08-26,Shipped,7.99
O002792,C00397,2025-06-10,Delivered,4.99
O002793,C00361,2025-12-19,Shipped,0.0
O002794,C00569,2025-12-02,Delivered,12.99
O002795,C00560,2025-01-02,Delivered,0.0
O002796,C00709,2025-09-26,Delivered,0.0
O002797,C00049,2024-05-15,Delivered,4.99
O002798,C00852,2025-12-23,Delivered,12.99
O002799,C00610,2025-12-19,Shipped,0.0
O002800,C00456,2024-06-10,Delivered,0.0
O002801,C00653,2024-09-30,Delivered,4.99
O002802,C00587,2024-04-07,Shipped,0.0
O002803,C00358,2024-08-31,Delivered,7.99
O002804,C00465,2025-10-18,Returned,4.99
O002805,C00883,2024-11-18,Processing,4.99
O002806,C00345,2024-03-26,Delivered,0.0
O002807,C00353,2024-11-05,Delivered,0.0
O002808,C00656,2025-12-25,Delivered,12.99
O002809,C00139,2025-05-09,Shipped,12.99
O002810,C00805,2024-12-02,Delivered,0.0
O002811,C00262,2024-06-12,Delivered,0.0
O002812,C00047,2025-12-27,Shipped,0.0
O002813,C00339,2025-10-23,Delivered,7.99
O002814,C00974,2024-09-11,Shipped,7.99
O002815,C00691,2024-03-06,Delivered,4.99
O002816,C00980,2024-02-21,Delivered,7.99
O002817,C00690,2024-04-29,Cancelled,7.99
O002818,C00452,2025-03-18,Delivered,19.99
O002819,C00281,2025-12-06,Delivered,0.0
O002820,C00869,2024-12-30,Delivered,0.0
O002821,C00468,2025-11-06,Delivered,0.0
O002822,C00065,2024-12-12,Delivered,12.99
O002823,C00420,2025-07-15,Returned,7.99
O002824,C00044,2025-08-01,Delivered,7.99
O002825,C00674,2024-06-18,Delivered,0.0
O002826,C00547,2024-11-12,Delivered,0.0
O002827,C00046,2025-05-17,Delivered,0.0
O002828,C00841,2024-03-07,Returned,7.99
O002829,C00288,2024-11-12,Cancelled,0.0
O002830,C00870,2025-01-29,Delivered,0.0
O002831,C00525,2025-12-30,Delivered,7.99
O002832,C00868,2024-12-22,Delivered,0.0
O002833,C00810,2025-10-18,Delivered,4.99
O002834,C00804,2024-12-07,Delivered,0.0
O002835,C00147,2025-09-27,Delivered,12.99
O002836,C00326,2025-04-03,Returned,7.99
O002837,C00436,2025-11-21,Delivered,12.99
O002838,C00395,2024-11-30,Cancelled,4.99
O002839,C00824,2025-04-12,Delivered,19.99
O002840,C00523,2025-05-09,Delivered,12.99
O002841,C00352,2024-12-02,Cancelled,7.99
O002842,C00962,2024-05-24,Delivered,19.99
O002843,C00729,2024-03-31,Cancelled,4.99
O002844,C00670,2024-01-14,Delivered,4.99
O002845,C00444,2025-11-17,Delivered,0.0
O002846,C00196,2024-08-05,Cancelled,7.99
O002847,C00379,2024-07-17,Delivered,7.99
O002848,C00041,2025-08-05,Cancelled,7.99
O002849,C00899,2024-10-22,Returned,0.0
O002850,C00805,2025-01-05,Delivered,4.99
O002851,C00690,2024-06-09,Delivered,0.0
O002852,C00249,2025-12-17,Delivered,7.99
O002853,C00906,2025-11-09,Delivered,0.0
O002854,C00386,2025-11-13,Shipped,12.99
O002855,C00941,2024-11-28,Delivered,0.0
O002856,C00121,2025-08-25,Delivered,0.0
O002857,C00667,2024-05-24,Delivered,12.99
O002858,C00518,2024-01-08,Delivered,4.99
O002859,C00248,2024-01-17,Shipped,0.0
O002860,C00049,2025-03-24,Delivered,4.99
O002861,C00118,2024-12-15,Returned,0.0
O002862,C00885,2025-01-15,Delivered,19.99
O002863,C00773,2024-01-07,Delivered,7.99
O002864,C00822,2024-12-04,Delivered,0.0
O002865,C00595,2025-07-22,Delivered,7.99
O002866,C00140,2024-12-11,Returned,0.0
O002867,C00355,2025-08-02,Delivered,7.99
O002868,C00440,2024-08-02,Shipped,19.99
O002869,C00752,2025-10-15,Delivered,12.99
O002870,C00931,2025-03-26,Delivered,4.99
O002871,C00626,2024-07-16,Delivered,4.99
O002872,C00571,2024-08-05,Delivered,0.0
O002873,C00333,2025-05-07,Delivered,7.99
O002874,C00328,2025-11-01,Delivered,4.99
O002875,C00289,2024-12-01,Cancelled,4.99
O002876,C00455,2024-08-21,Delivered,12.99
O002877,C00606,2025-11-14,Delivered,0.0
O002878,C00931,2025-06-15,Delivered,0.0
O002879,C00410,2024-12-13,Delivered,0.0
O002880,C00879,2024-12-27,Returned,0.0
O002881,C00248,2024-07-11,Delivered,0.0
O002882,C00924,2025-05-06,Delivered,4.99
O002883,C00653,2024-11-11,Delivered,4.99
O002884,C00364,2025-12-30,Delivered,0.0
O002885,C00322,2024-12-24,Delivered,7.99
O002886,C00173,2024-12-26,Delivered,0.0
O002887,C00753,2025-03-02,Delivered,7.99
O002888,C00917,2025-12-02,Delivered,4.99
O002889,C00139,2025-10-02,Shipped,4.99
O002890,C00650,2024-12-14,Delivered,19.99
O002891,C00560,2025-07-22,Cancelled,0.0
O002892,C00702,2025-03-24,Delivered,4.99
O002893,C00548,2024-12-29,Shipped,12.99
O002894,C00264,2024-07-02,Delivered,7.99
O002895,C00815,2024-12-19,Delivered,0.0
O002896,C00505,2024-08-12,Delivered,4.99
O002897,C00780,2025-12-01,Delivered,7.99
O002898,C00433,2024-11-03,Delivered,12.99
O002899,C00532,2025-12-15,Delivered,0.0
O002900,C00049,2025-01-27,Delivered,0.0
O002901,C00525,2025-05-11,Delivered,4.99
O002902,C00291,2025-02-06,Delivered,0.0
O002903,C00473,2024-05-08,Shipped,0.0
O002904,C00633,2024-11-17,Delivered,0.0
O002905,C00749,2024-04-06,Delivered,0.0
O002906,C00124,2025-05-02,Delivered,0.0
O002907,C00604,2024-12-12,Delivered,19.99
O002908,C00154,2025-09-08,Delivered,0.0
O002909,C00499,2024-07-23,Cancelled,0.0
O002910,C00798,2024-06-11,Delivered,0.0
O002911,C00256,2024-11-28,Delivered,19.99
O002912,C00721,2025-12-05,Delivered,7.99
O002913,C00451,2025-07-16,Delivered,7.99
O002914,C00716,2024-12-02,Cancelled,0.0
O002915,C00073,2025-01-14,Cancelled,12.99
O002916,C00417,2024-03-21,Delivered,4.99
O002917,C00027,2025-12-26,Delivered,0.0
O002918,C00504,2025-06-12,Delivered,7.99
O002919,C00013,2024-09-15,Delivered,12.99
O002920,C00333,2025-03-23,Delivered,7.99
O002921,C00549,2024-04-17,Delivered,12.99
O002922,C00582,2025-12-19,Delivered,19.99
O002923,C00260,2024-06-19,Delivered,0.0
O002924,C00437,2025-05-29,Delivered,4.99
O002925,C00424,2024-08-11,Shipped,0.0
O002926,C00879,2025-07-21,Delivered,12.99
O002927,C00336,2025-09-06,Shipped,0.0
O002928,C00429,2025-06-18,Delivered,12.99
O002929,C00720,2025-04-23,Delivered,4.99
O002930,C00967,2025-11-23,Cancelled,4.99
O002931,C00185,2024-03-15,Cancelled,0.0
O002932,C00275,2024-11-01,Delivered,4.99
O002933,C00806,2024-08-14,Delivered,12.99
O002934,C00151,2025-12-27,Shipped,0.0
O002935,C00755,2024-11-22,Delivered,4.99
O002936,C00154,2025-08-02,Delivered,0.0
O002937,C00604,2025-06-26,Cancelled,4.99
O002938,C00450,2024-07-17,Delivered,0.0
O002939,C00627,2024-08-06,Delivered,0.0
O002940,C00205,2024-09-11,Delivered,12.99
O002941,C00324,2024-11-30,Delivered,4.99
O002942,C00257,2024-08-03,Delivered,0.0
O002943,C00863,2024-01-17,Delivered,7.99
O002944,C00222,2025-11-19,Delivered,0.0
O002945,C00977,2025-12-19,Delivered,0.0
O002946,C00963,2024-11-05,Delivered,4.99
O002947,C00199,2024-11-04,Delivered,0.0
O002948,C00865,2024-01-06,Returned,7.99
O002949,C00097,2025-06-23,Delivered,4.99
O002950,C00546,2025-10-28,Processing,7.99
O002951,C00055,2024-05-27,Delivered,19.99
O002952,C00159,2024-06-07,Shipped,0.0
O002953,C00148,2025-09-20,Delivered,4.99
O002954,C00460,2025-04-25,Delivered,4.99
O002955,C00128,2024-02-08,Cancelled,0.0
O002956,C00667,2025-05-01,Cancelled,12.99
O002957,C00831,2024-10-10,Delivered,7.99
O002958,C00047,2024-11-15,Delivered,4.99
O002959,C00930,2025-08-30,Delivered,4.99
O002960,C00566,2025-10-13,Cancelled,0.0
O002961,C00442,2024-11-26,Delivered,7.99
O002962,C00324,2025-12-13,Delivered,7.99
O002963,C00051,2024-11-28,Delivered,7.99
O002964,C00528,2025-09-01,Delivered,0.0
O002965,C00913,2024-12-26,Cancelled,7.99
O002966,C00997,2025-11-25,Delivered,4.99
O002967,C00140,2025-11-29,Delivered,4.99
O002968,C00594,2024-03-24,Delivered,4.99
O002969,C00281,2025-12-09,Delivered,4.99
O002970,C00014,2025-10-28,Delivered,7.99
O002971,C00544,2025-09-22,Delivered,12.99
O002972,C00103,2024-07-08,Returned,0.0
O002973,C00458,2025-10-07,Delivered,19.99
O002974,C00054,2025-11-08,Delivered,4.99
O002975,C00515,2024-09-19,Shipped,7.99
O002976,C00282,2025-12-15,Delivered,12.99
O002977,C00165,2024-02-13,Returned,4.99
O002978,C00970,2024-05-30,Shipped,12.99
O002979,C00089,2025-01-31,Delivered,0.0
O002980,C00360,2025-03-13,Delivered,0.0
O002981,C00323,2025-05-26,Delivered,7.99
O002982,C00934,2024-01-14,Delivered,12.99
O002983,C00418,2025-12-17,Cancelled,12.99
O002984,C00436,2024-02-08,Delivered,7.99
O002985,C00762,2024-05-23,Delivered,4.99
O002986,C00349,2024-01-12,Delivered,4.99
O002987,C00153,2025-03-03,Delivered,19.99
O002988,C00458,2025-12-07,Delivered,4.99
O002989,C00466,2025-06-12,Cancelled,7.99
O002990,C00829,2025-10-25,Delivered,4.99
O002991,C00340,2024-01-11,Delivered,7.99
O002992,C00960,2025-02-05,Delivered,4.99
O002993,C00033,2024-12-17,Cancelled,19.99
O002994,C00326,2024-12-31,Delivered,7.99
O002995,C00411,2024-03-08,Cancelled,19.99
O002996,C00887,2025-06-26,Delivered,0.0
O002997,C00013,2025-01-03,Returned,7.99
O002998,C00412,2025-08-27,Delivered,7.99
O002999,C00104,2024-12-26,Delivered,7.99
O003000,C00800,2024-05-30,Delivered,12.99
O003001,C00669,2025-05-29,Delivered,0.0
O003002,C00405,2024-06-17,Delivered,0.0
O003003,C00805,2025-11-16,Delivered,4.99
O003004,C00133,2025-04-21,Delivered,0.0
O003005,C00528,2024-06-05,Delivered,19.99
O003006,C00677,2025-12-18,Returned,0.0
O003007,C00121,2025-01-15,Delivered,4.99
O003008,C00683,2024-03-09,Cancelled,0.0
O003009,C00512,2025-05-06,Delivered,4.99
O003010,C00191,2024-08-17,Delivered,4.99
O003011,C00119,2025-10-05,Delivered,0.0
O003012,C00487,2025-10-20,Delivered,4.99
O003013,C00595,2025-12-24,Returned,4.99
O003014,C00734,2025-01-02,Delivered,19.99
O003015,C00607,2024-12-15,Cancelled,0.0
O003016,C00001,2025-08-18,Returned,4.99
O003017,C00802,2024-05-12,Delivered,19.99
O003018,C00706,2025-02-10,Returned,7.99
O003019,C00997,2025-02-09,Delivered,19.99
O003020,C00840,2024-03-27,Returned,19.99
O003021,C00426,2024-12-02,Delivered,4.99
O003022,C00503,2025-11-09,Delivered,7.99
O003023,C00287,2025-11-10,Cancelled,0.0
O003024,C00094,2024-04-06,Delivered,4.99
O003025,C00010,2024-03-28,Delivered,12.99
O003026,C00669,2024-08-25,Delivered,4.99
O003027,C00025,2025-11-17,Delivered,7.99
O003028,C00007,2024-05-08,Delivered,7.99
O003029,C00764,2025-07-23,Shipped,0.0
O003030,C00525,2024-04-08,Delivered,12.99
O003031,C00558,2025-05-02,Delivered,4.99
O003032,C00804,2024-11-10,Delivered,0.0
O003033,C00256,2025-09-19,Delivered,12.99
O003034,C00868,2024-08-02,Shipped,4.99
O003035,C00594,2025-05-19,Shipped,7.99
O003036,C00064,2024-08-04,Returned,4.99
O003037,C00233,2025-07-19,Delivered,4.99
O003038,C00328,2025-11-17,Delivered,12.99
O003039,C00731,2024-05-06,Returned,7.99
O003040,C00401,2025-11-14,Shipped,4.99
O003041,C00514,2025-04-01,Delivered,0.0
O003042,C00390,2024-05-06,Delivered,12.99
O003043,C00573,2024-12-06,Returned,0.0
O003044,C00992,2024-06-08,Delivered,12.99
O003045,C00235,2025-07-08,Delivered,4.99
O003046,C00141,2025-08-22,Delivered,7.99
O003047,C00513,2024-04-13,Delivered,19.99
O003048,C00327,2025-01-05,Delivered,0.0
O003049,C00403,2025-10-17,Delivered,7.99
O003050,C00067,2025-12-09,Delivered,7.99
O003051,C00064,2025-01-11,Delivered,7.99
O003052,C00962,2025-12-14,Delivered,4.99
O003053,C00391,2025-01-29,Delivered,7.99
O003054,C00791,2024-11-24,Shipped,7.99
O003055,C00474,2025-11-08,Processing,12.99
O003056,C00600,2024-12-29,Delivered,7.99
O003057,C00714,2024-12-21,Delivered,4.99
O003058,C00002,2024-12-28,Returned,19.99
O003059,C00093,2025-11-07,Delivered,4.99
O003060,C00526,2025-11-02,Delivered,0.0
O003061,C00399,2024-11-27,Shipped,4.99
O003062,C00015,2024-11-02,Delivered,0.0
O003063,C00736,2024-12-28,Cancelled,0.0
O003064,C00908,2025-03-09,Shipped,0.0
O003065,C00812,2024-08-06,Delivered,0.0
O003066,C00569,2025-09-25,Delivered,7.99
O003067,C00685,2024-12-27,Delivered,0.0
O003068,C00761,2024-11-02,Delivered,0.0
O003069,C00965,2024-04-14,Delivered,0.0
O003070,C00231,2024-08-06,Delivered,0.0
O003071,C00514,2025-12-13,Delivered,0.0
